,Pole ID,Install Pole Date,Install Light Date and Time,Install Light Date,Street Light installed month,Street Light installed year,Street Light installed month and year,Head Style,Refractor,Light Type,Bracket Length,Pole Height,Pole Type,Number of Lights,Light Source,Wattage,Year 1 LE,Street Name,Neighbourhood
2317,2060328,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Old Barrhaven West
2318,2067536,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,2.4,9.1,DAVIT-CONCRETE,1,LED,64,57,RICKEY PLACE,Old Barrhaven West
2319,2069010,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,11.2,ALUMINUM,1,LED,68,55,TERRY FOX DRIVE,Old Barrhaven East
2320,2055115,,2017/08/28 00:00:00+00,8/28/2017,August,2017,,A02, ,SL,1.8,9.8,ALUMINUM,1,LED,92,49,WINCHESTER DRIVE,Bells Corners East
2321, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,SQUASHBERRY LANE,Old Barrhaven West
2322, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Old Barrhaven West
2323,2053561,,2017/05/17 00:00:00+00,5/17/2017,May,2017,,GCM240H, ,SL,2.4,11.2,ALUMINUM,1,LED,138,112,CORKSTOWN ROAD,Bells Corners East
2324, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,JUNEBERRY LANE,Old Barrhaven West
2325,2053560,,2017/05/18 00:00:00+00,5/18/2017,May,2017,,GCM240H, ,SL,1.8,9.8,ALUMINUM,1,LED,138,124,MARCH ROAD,Bells Corners East
2326,2062782,,2017/05/17 00:00:00+00,5/17/2017,May,2017,,GCM240H, ,SL,1.8,9.8,ALUMINUM,1,LED,138,124,MARCH ROAD,Bells Corners East
2327, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,CRANESBILL ROAD,Bells Corners East
2328, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CLDM, ,SL,1.8,11.2,ALUMINUM,1,LED,273,0,ROBERT GRANT AVENUE,Old Barrhaven West
2329, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,TAPADERO AVENUE,Old Barrhaven West
2330, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Old Barrhaven West
2331,2055040,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,11.2,ALUMINUM,1,LED,68,73,TERRY FOX DRIVE,Old Barrhaven East
2332,2067400,,2017/05/17 00:00:00+00,5/17/2017,May,2017,,GCL180G, ,SL,2.4,9.8,ALUMINUM,1,LED,186,167,EAGLESON ROAD,Old Barrhaven West
2333,2068636,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,57,CASTLEFRANK ROAD,Bells Corners East
2334, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GLOAMING CRESCENT,Old Barrhaven West
2335, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GLOAMING CRESCENT,Old Barrhaven West
2336,11417366,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,9.8,ALUMINUM,1,LED,68,61,TERRY FOX DRIVE,Bells Corners East
2337, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GRONINGEN STREET,Bells Corners East
2338, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2339, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,PL,0,6.1,MADISON,1,HPS,70,0,ROUNCEY ROAD,Bells Corners East
2340,2055133,2015/02/01 00:00:00+00,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,66,CASTLEFRANK ROAD,Old Barrhaven East
2341,2071208,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Old Barrhaven West
2342,2067144,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,GLAMORGAN DRIVE,Old Barrhaven West
2343,11417343,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,97,TERRY FOX DRIVE,Old Barrhaven West
2344,2067336,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A02, ,SL,1.8,9.1,HAMPTON,1,LED,92,89,GLAMORGAN DRIVE,Old Barrhaven West
2345, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,CLINTONIA STREET,Old Barrhaven West
2346, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CLDM, ,SL,1.8,11.2,ALUMINUM,1,LED,273,0,ROBERT GRANT AVENUE,Bells Corners East
2347, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ABBOTT STREET EAST,Old Barrhaven East
2348, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,60,0,ROUNDLEAF WAY,Old Barrhaven West
2349, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Bells Corners East
2350, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ABBOTT STREET EAST,Bells Corners East
2351,2055056,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,11.2,ALUMINUM,1,LED,68,55,TERRY FOX DRIVE,Bells Corners East
2352, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ROUNCEY ROAD,Old Barrhaven West
2353, ,2018/09/12 00:00:00+00,2018/09/12 00:00:00+00,9/12/2018,September,2018,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,AXEL CRESCENT,Old Barrhaven West
2354, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Old Barrhaven East
2355,2064001,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A02, ,SL,2.4,9.8,ALUMINUM,1,LED,92,66,MCELROY DRIVE,Old Barrhaven East
2356,2069565,,2017/05/16 00:00:00+00,5/16/2017,May,2017,,GCL180G, ,SL,2.4,10.7,ALUMINUM,1,LED,186,167,EAGLESON ROAD,Old Barrhaven West
2357, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2358, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,NONIUS STREET,Bells Corners East
2359,2055045,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,57,CASTLEFRANK ROAD,Bells Corners East
2360,2068465,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,2.4,9.1,HAMPTON,1,LED,64,46,CASTLE GLEN CRESCENT,Old Barrhaven East
2361, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GLOAMING CRESCENT,Bells Corners East
2362,11417362,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,9.8,ALUMINUM,1,LED,68,61,TERRY FOX DRIVE,Carlington
2363, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,150,0,ROUNCEY ROAD,Bells Corners East
2364, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GLOAMING CRESCENT,Bells Corners East
2365, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GRONINGEN STREET,Bells Corners East
2366, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,ROUNCEY ROAD,Bells Corners East
2367,2067997,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2368,11417342,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,97,TERRY FOX DRIVE,Bells Corners East
2369,2053605,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2370,2071771,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2371,2054491,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Old Barrhaven West
2372,2053606,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Old Barrhaven West
2373,2060530,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Old Barrhaven West
2374,11417341,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Bells Corners East
2375,2054719,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Old Barrhaven West
2376,2053604,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2377,2066244,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2378,2062781,,2017/05/18 00:00:00+00,5/18/2017,May,2017,,GCM240H, ,SL,1.8,9.8,ALUMINUM,1,LED,138,124,MARCH ROAD,Bells Corners East
2379,2066216,,2017/05/17 00:00:00+00,5/17/2017,May,2017,,GCM240H, ,SL,1.8,9.8,ALUMINUM,1,LED,138,124,MARCH ROAD,Bells Corners East
2380,2055111,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,2.4,9.1,DAVIT-CONCRETE,1,LED,64,57,RICKEY PLACE,Bells Corners East
2381,2062927,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02G, ,SL,2.4,10.7,HAMPTON,1,LED,143,89,CASTLEFRANK ROAD,Old Barrhaven West
2382,2069586,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,57,CASTLEFRANK ROAD,Bells Corners East
2383, ,2018/09/12 00:00:00+00,2018/09/12 00:00:00+00,9/12/2018,September,2018,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,METRIC CIRCLE,Bells Corners East
2384,2063417,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,11.2,ALUMINUM,1,LED,68,73,TERRY FOX DRIVE,Old Barrhaven West
2385,2062775,,2017/05/16 00:00:00+00,5/16/2017,May,2017,,GCL180G, ,SL,2.4,10.7,ALUMINUM,1,LED,186,134,EAGLESON ROAD,Bells Corners East
2386, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2387,2055043,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,2.4,9.1,HAMPTON,1,LED,64,34,CASTLE GLEN CRESCENT,Bells Corners East
2388,11417364,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,9.8,ALUMINUM,1,LED,68,55,TERRY FOX DRIVE,Old Barrhaven West
2389,2074212,2015/02/01 00:00:00+00,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02G, ,SL,2.4,10.7,HAMPTON,1,LED,143,89,CASTLEFRANK ROAD,Bells Corners East
2390, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,NONIUS STREET,Bells Corners East
2391, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2392, ,,2017/12/12 00:00:00+00,12/12/2017,December,2017,,GCL160G, ,SL,2.4,9.1,HAMPTON,1,LED,135,0,KAKULU ROAD,Bells Corners East
2393,2054487,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,66,ROTHESAY DRIVE,Bells Corners East
2394,11417340,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,97,TERRY FOX DRIVE,Bells Corners East
2395,2053602,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2396,2060527,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2397,2054738,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2398,2054490,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Old Barrhaven West
2399,2061634,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2400,11417339,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,97,TERRY FOX DRIVE,Bells Corners East
2401, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,SQUASHBERRY LANE,Bells Corners East
2402,2063986,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,11.2,ALUMINUM,1,LED,68,73,TERRY FOX DRIVE,Old Barrhaven West
2403, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,JUNEBERRY LANE,Bells Corners East
2404,2053558,,2017/05/18 00:00:00+00,5/18/2017,May,2017,,GCM240H, ,SL,1.8,9.8,ALUMINUM,1,LED,138,124,MARCH ROAD,Bells Corners East
2405,2062779,,2017/05/17 00:00:00+00,5/17/2017,May,2017,,GCM240H, ,SL,1.8,9.8,ALUMINUM,1,LED,138,124,MARCH ROAD,Bells Corners East
2406, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,ROUNDLEAF WAY,Bells Corners East
2407, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Old Barrhaven West
2408, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ABBOTT STREET EAST,Bells Corners East
2409, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CLDM, ,SL,1.8,11.2,ALUMINUM,1,LED,273,0,ROBERT GRANT AVENUE,Bells Corners East
2410,2055294,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,49,CASTLEFRANK ROAD,Richmond
2411, ,2018/09/12 00:00:00+00,2018/09/12 00:00:00+00,9/12/2018,September,2018,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,METRIC CIRCLE,Bells Corners East
2412, ,2018/09/12 00:00:00+00,2018/09/12 00:00:00+00,9/12/2018,September,2018,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,AXEL CRESCENT,Bells Corners East
2413, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,TAPADERO AVENUE,Old Barrhaven West
2414, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,40,0,ROUNCEY ROAD,Bells Corners East
2415, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ABBOTT STREET EAST,Bells Corners East
2416, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CLDM, ,SL,1.8,11.2,ALUMINUM,1,LED,273,0,ROBERT GRANT AVENUE,Bells Corners East
2417, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Bells Corners East
2418,2062776,,2017/05/17 00:00:00+00,5/17/2017,May,2017,,GCL180G, ,SL,2.4,10.7,ALUMINUM,1,LED,186,167,EAGLESON ROAD,Bells Corners East
2419, ,2018/09/12 00:00:00+00,2018/09/12 00:00:00+00,9/12/2018,September,2018,,K601, ,SL,1.4,9.1,MADISON,1,LED,60,0,METRIC CIRCLE,Bells Corners East
2420,2054460,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A02, ,SL,2.4,9.8,ALUMINUM,1,LED,92,82,MCELROY DRIVE,Bells Corners East
2421, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Bells Corners East
2422,11417363,,2017/07/05 00:00:00+00,7/5/2017,July,2017,,LGCJ-2, ,SL,1.8,9.8,ALUMINUM,1,LED,68,55,TERRY FOX DRIVE,Old Barrhaven West
2423, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,ROUNCEY ROAD,Bells Corners East
2424, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2425, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,GRONINGEN STREET,Bells Corners East
2426,2068671,,2017/08/28 00:00:00+00,8/28/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,74,ABBEYHILL DRIVE,Bells Corners East
2427,2063653,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02G, ,SL,2.4,10.7,HAMPTON,1,LED,143,102,CASTLEFRANK ROAD,Bells Corners East
2428,2067993,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,2.4,9.1,HAMPTON,1,LED,64,40,CASTLE GLEN CRESCENT,Bells Corners East
2429,2071744,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2430,2061635,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2431,2053601,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,73,EAGLESON ROAD,Old Barrhaven West
2432,2060525,,2017/04/26 00:00:00+00,4/26/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,73,EAGLESON ROAD,Old Barrhaven West
2433,11417338,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,97,TERRY FOX DRIVE,Bells Corners East
2434,2061639,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2435,2064589,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2436,2055116,,2017/08/28 00:00:00+00,8/28/2017,August,2017,,A02, ,SL,1.8,9.8,ALUMINUM,1,LED,92,66,WINCHESTER DRIVE,Bells Corners East
2437, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ROUNCEY ROAD,Bells Corners East
2438, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,CLINTONIA STREET,Bells Corners East
2439, ,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,10/1/2019,October,2019,,K601, ,SL,1.4,10.7,MADISON,1,LED,75,0,ROUNCEY ROAD,Bells Corners East
2440, ,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,1/6/2016,January,2016,,CXP1, ,PL,0,6.1,HAMPTON,1,LED,51,0,ROBERT GRANT AVENUE,Bells Corners East
2441,2062446,,2017/05/16 00:00:00+00,5/16/2017,May,2017,,GCL180G, ,SL,2.4,10.7,HAMPTON,1,LED,186,167,EAGLESON ROAD,Bells Corners East
2442, ,2018/09/13 00:00:00+00,2018/09/13 00:00:00+00,9/13/2018,September,2018,,GCM240H, ,SL,1.8,9.8,JU-ALUM,1,LED,138,0,ABBOTT STREET EAST,Bells Corners East
2443, ,2018/09/13 00:00:00+00,2018/09/13 00:00:00+00,9/13/2018,September,2018,,COBRA HEAD,FLAT GLASS,SL,1.8,9.8,JU-ALUM,1,HPS,250,0,TERRY FOX DRIVE,Old Barrhaven West
2444, ,2018/09/12 00:00:00+00,2018/09/12 00:00:00+00,9/12/2018,September,2018,,K601, ,SL,1.4,9.1,MADISON,1,LED,40,0,BOLT TERRACE,Bells Corners East
2445,2062592,,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,57,CASTLEFRANK ROAD,Old Barrhaven West
2446, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2447, ,,2017/12/12 00:00:00+00,12/12/2017,December,2017,,GCL160G, ,SL,2.4,9.8,HAMPTON,1,LED,135,0,KAKULU ROAD,Bells Corners East
2448,2055134,,2017/08/28 00:00:00+00,8/28/2017,August,2017,,A02G, ,SL,2.4,10.7,HAMPTON,1,LED,143,89,ABBEYHILL DRIVE,Bells Corners East
2449, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,ROUNCEY ROAD,Bells Corners East
2450, ,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,6/11/2018,June,2018,,COACHSTYLE, ,SL,1.4,9.1,MADISON,1,HPS,70,0,LOSINO CRESCENT,Bells Corners East
2451,2055129,2015/02/01 00:00:00+00,2017/08/25 00:00:00+00,8/25/2017,August,2017,,A02, ,SL,2.4,10.7,HAMPTON,1,LED,92,57,CASTLEFRANK ROAD,Old Barrhaven West
2452,11417328,,2017/07/07 00:00:00+00,7/7/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Bells Corners East
2453,2067140,,2017/08/29 00:00:00+00,8/29/2017,August,2017,,A01, ,SL,2.4,9.1,HAMPTON,1,LED,64,57,CASTLE GLEN CRESCENT,Bells Corners East
2454,11417337,,2017/07/06 00:00:00+00,7/6/2017,July,2017,,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Bells Corners East
2455,2068599,,2017/07/11 00:00:00+00,7/11/2017,July,2017,,A02, ,SL,2.4,9.1,HAMPTON,1,LED,92,82,OLD COLONY ROAD,Bells Corners East
2456,2053600,,2017/04/18 00:00:00+00,4/18/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,73,EAGLESON ROAD,Bells Corners East
2457,2060522,,2017/04/18 00:00:00+00,4/18/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2458,2053598,,2017/04/18 00:00:00+00,4/18/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,85,EAGLESON ROAD,Bells Corners East
2459,2060520,,2017/04/18 00:00:00+00,4/18/2017,April,2017,,GCL160G, ,SL,2.4,10.7,ALUMINUM,1,LED,135,97,EAGLESON ROAD,Old Barrhaven West
