year,light_type,Bracket Length,Pole Height,Pole Type,light_number,Light Source,wattage,Street Name,neighbourhood
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA MODUGNO PLACE,Carson Grove - Carson Meadows
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Rothwell Heights - Beacon Hill North
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Edwards - Carlsbad Springs
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,2.4,0,WOOD,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA SAN MARINO STREET,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Carson Grove - Carson Meadows
2019,SL,1.8,9.1,HAMPTON,1,LED,68,KIDGROVE DARDENS,Carson Grove - Carson Meadows
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Rothwell Heights - Beacon Hill North
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA AMALFI STREET,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,PUMPKINSEED CRESCENT,Findlay Creek
2016,SL,1.8,9.1,HAMPTON,1,LED,92,LOTTA AVENUE,Rothwell Heights - Beacon Hill North
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Edwards - Carlsbad Springs
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Carson Grove - Carson Meadows
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Carson Grove - Carson Meadows
2020,SL,1.8,0,WOOD BELL,1,LED,68,BYRON AVENUE,Findlay Creek
2018,SL,2.4,10.6,ALUMINUM,1,LED,186,JOCKVALE ROAD,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,100,VIA AMALFI STREET,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,80,RIVER RUN AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA SAN MARINO STREET,Rothwell Heights - Beacon Hill North
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Rothwell Heights - Beacon Hill North
2017,SL,1.4,9.1,MADISON,1,LED,60,PUMPKINSEED CRESCENT,Rothwell Heights - Beacon Hill North
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CHIANTI GROVE,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA MODUGNO PLACE,Findlay Creek
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Findlay Creek
2020,SL,1.8,9.8,ALUMINUM,1,LED,68,RICHMOND ROAD,Rothwell Heights - Beacon Hill North
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Carson Grove - Carson Meadows
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Carson Grove - Carson Meadows
2018,SL,3,10.7,DAVIT-CONCRETE,1,LED,68,CHESTER CRESCENT,Carson Grove - Carson Meadows
2018,SL,3,9.1,DAVIT-CONCRETE,1,LED,68,HENFIELD AVENUE,Carson Grove - Carson Meadows
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Edwards - Carlsbad Springs
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,60,rue BURBOT STREET,Rothwell Heights - Beacon Hill North
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA SAN MARINO STREET,Carson Grove - Carson Meadows
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Carson Grove - Carson Meadows
2017,SL,1.8,10.7,JU-ALUM,1,LED,274,GREENBANK ROAD,Carson Grove - Carson Meadows
2017,SL,1.8,10.7,JU-ALUM,1,LED,274,GREENBANK ROAD,Carson Grove - Carson Meadows
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Findlay Creek
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Greely
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Greely
2019,SL,1.4,9.1,MADISON,1,LED,50,MERAK WAY,Carson Grove - Carson Meadows
2019,SL,1.4,9.1,MADISON,1,LED,50,BELLATRIX WALK,Carson Grove - Carson Meadows
2018,SL,2.4,10.6,ALUMINUM,1,LED,186,JOCKVALE ROAD,Findlay Creek
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Carson Grove - Carson Meadows
2017,SL,2.4,0,WOOD,1,LED,136,STRANDHERD DRIVE,Carson Grove - Carson Meadows
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,60,PUMPKINSEED CRESCENT,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,rue BURBOT STREET,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVERBOAST HEIGHTS,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA MODUGNO PLACE,Findlay Creek
2017,SL,2.4,0,WOOD,1,LED,135,STRANDHERD DRIVE,Carson Grove - Carson Meadows
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Carson Grove - Carson Meadows
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA AMALFI STREET,Findlay Creek
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Carson Grove - Carson Meadows
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CHIANTI GROVE,Carson Grove - Carson Meadows
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Findlay Creek
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Greely
2020,SL,2.4,0,WOOD,1,LED,54,MAILES AVENUE,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA AMALFI STREET,Blackburn Hamlet
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Osgoode - Vernon
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Osgoode - Vernon
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Blackburn Hamlet
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Greely
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Blackburn Hamlet
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Blackburn Hamlet
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Chapel Hill South
2017,SL,1.8,9.8,ALUMINUM,1,LED,101,HIGHBURY PARK DRIVE,Chapel Hill South
2018,SL,2.4,10.6,ALUMINUM,1,LED,186,JOCKVALE ROAD,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,rue BURBOT STREET,Chapel Hill South
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,STRANDHERD DRIVE,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,80,RIVER RUN AVENUE,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CHIANTI GROVE,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Blackburn Hamlet
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Blackburn Hamlet
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Greely
2017,SL,1.8,10.7,JU-ALUM,1,LED,274,GREENBANK ROAD,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVERBOAST HEIGHTS,Blackburn Hamlet
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Blackburn Hamlet
2019,PL,0,6.1,HAMPTON,1,LED,46,IONA STREET,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Greely
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVERBOAST HEIGHTS,Blackburn Hamlet
2019,SL,1.4,9.1,MADISON,1,LED,50,UMBRA PLACE,Greely
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Blackburn Hamlet
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Convent Glen - Orleans Woods
2017,SL,1.8,9.1,HAMPTON,1,LED,54,PREMIER AVENUE,Greely
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Greely
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Greely
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Convent Glen - Orleans Woods
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Convent Glen - Orleans Woods
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Greely
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,STRANDHERD DRIVE,Blackburn Hamlet
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Convent Glen - Orleans Woods
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Blackburn Hamlet
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA MODUGNO PLACE,Blackburn Hamlet
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Greely
2018,SL,3,9.1,DAVIT-CONCRETE,1,LED,68,HENFIELD AVENUE,Osgoode - Vernon
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Blackburn Hamlet
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,ALCOR TERRACE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,BELLATRIX WALK,Chapel Hill South
2018,SL,2.4,10.6,ALUMINUM,1,LED,186,JOCKVALE ROAD,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVER RUN AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,rue BURBOT STREET,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA AMALFI STREET,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA AMALFI STREET,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVERBOAST HEIGHTS,Chapel Hill South
2017,SL,2.4,0,WOOD,1,LED,274,STRANDHERD DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CHIANTI GROVE,Chapel Hill South
2017,SL,1.8,0,WOOD,1,LED,135,JOCKVALE ROAD,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,UMBRA PLACE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,BELLATRIX WALK,Convent Glen - Orleans Woods
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Chapel Hill South
2017,SL,2.4,0,WOOD,1,LED,135,STRANDHERD DRIVE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVER RUN AVENUE,Convent Glen - Orleans Woods
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Riverside Park
2017,SL,2.4,0,WOOD,1,LED,136,STRANDHERD DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVERBOAST HEIGHTS,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Chapel Hill South
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Chapel Hill South
2019,SL,0.3,0,WOOD,1,LED,46,BROADHEAD AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Chapel Hill South
2019,SL,0.3,0,WOOD,1,LED,46,BROADHEAD AVENUE,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Portobelo south
2019,SL,1.8,0,WOOD,1,LED,80,BYRON AVENUE,Chapel Hill South
2020,SL,1.8,9.8,ALUMINUM,1,LED,68,RICHMOND ROAD,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Portobelo south
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2019,SL,1.8,6.1,JU-ALUM,1,LED,64,IONA STREET,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA MODUGNO PLACE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Chatelaine Village
2019,SL,1.4,9.1,MADISON,1,LED,50,UMBRA PLACE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,MERAK WAY,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,101,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,11.2,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,11.2,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,rue BURBOT STREET,Portobelo south
2017,SL,1.8,0,WOOD,1,LED,136,GREENBANK ROAD,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA VERONA AVENUE,Chapel Hill South
2020,SL,2.4,0,WOOD,1,LED,54,MAILES AVENUE,Chapel Hill South
2018,SL,3,9.1,DAVIT-CONCRETE,1,LED,68,HENFIELD AVENUE,Riverside Park
2019,SL,1.4,9.1,MADISON,1,LED,50,ALCOR TERRACE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Portobelo south
2019,SL,1.4,9.1,MADISON,1,LED,50,WATERCOLOURS WAY,Portobelo south
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA AMALFI STREET,Chapel Hill South
2019,SL,0.3,0,WOOD,1,LED,46,BROADHEAD AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA MODUGNO PLACE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CAMPANALE AVENUE,Orleans Village - Chateauneuf
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,APHELION CRESCENT,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,UMBRA PLACE,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,2.4,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,2.4,0,WOOD,1,LED,135,STRANDHERD DRIVE,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Chapel Hill South
2017,SL,1.8,11.2,ALUMINUM,1,LED,136,GREENBANK ROAD,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,70,VIA CHIANTI GROVE,Chapel Hill South
2020,SL,1.8,9.8,ALUMINUM,1,LED,68,RICHMOND ROAD,Portobelo south
2020,SL,2.4,0,WOOD,1,LED,54,MAILES AVENUE,Chapel Hill South
2019,SL,1.4,9.1,MADISON,1,LED,50,BELLATRIX WALK,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,RIVER RUN AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,BRASSY MINNOW CRESCENT,Chapel Hill South
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Portobelo south
2017,SL,1.8,10.7,JU-ALUM,1,LED,136,GREENBANK ROAD,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,HALF MOON BAY,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Riverside Park
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,FINESCALE WAY,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,MILLARS SOUND WAY,Chapel Hill South
2018,SL,2.4,9.1,HAMPTON,1,LED,143,CALDWELL AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,MILLARS SOUND WAY,Portobelo south
2017,SL,1.8,10.7,WOOD,1,LED,68,SLACK ROAD,Portobelo south
2017,SL,1.8,9.8,JU-ALUM,1,LED,143,LONGFIELDS BOULEVARD,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2020,SL,0,9.8,HAMPTON,1,HPS,100,DOVERCOURT AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,HALF MOON BAY,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,RIVER LANDING AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,HPS,70,NORTH HARROW DRIVE,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Riverside Park
2017,SL,1.4,9.1,MADISON,1,LED,50,MILLARS SOUND WAY,Chapel Hill South
2017,SL,2.4,0,WOOD,1,LED,64,RONGAIL STREET,Chapel Hill South
2018,SL,1.8,9.1,MADISON,1,LED,46,ORISKA WAY,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,FINESCALE WAY,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,80,HALF MOON BAY,Chapel Hill South
2020,SL,1.8,9.8,ALUMINUM,1,LED,135,RICHMOND ROAD,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,MILLARS SOUND WAY,Chapel Hill South
2017,PL,0.2,6.1,MADISON,1,LED,20,RIVER LANDING AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,RIVER LANDING AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2017,SL,2.4,0,WOOD,1,LED,64,VAAN DRIVE,Chapel Hill South
2017,PL,0.2,6.1,MADISON,1,LED,20,RIVER LANDING AVENUE,Portobelo south
2017,SL,1.4,9.1,MADISON,1,HPS,70,WHITECHAPEL CRESCENT,Riverside Park
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,HALF MOON BAY,Chapel Hill South
2017,SL,1.8,10.7,WOOD,1,LED,68,SLACK ROAD,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,MILLARS SOUND WAY,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,FINESCALE WAY,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,RIVER LANDING AVENUE,Riverside Park
2019,SL,1.8,0,WOOD,1,LED,54,GRANVILLE AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,80,HALF MOON BAY,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,LOGPERCH CIRCLE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Riverside Park
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,MILLARS SOUND WAY,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,HALF MOON BAY,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,MILLARS SOUND WAY,Chapel Hill South
2019,SL,1.8,0,WOOD,1,LED,80,GRANVILLE AVENUE,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,LOGPERCH CIRCLE,Chapel Hill South
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,50,PEARL DACE CRESCENT,Chapel Hill South
2019,SL,1.8,6.1,HAMPTON,1,LED,64,BRENNAN AVENUE,Chapel Hill South
2017,SL,1.4,9.1,MADISON,1,LED,60,LOGPERCH CIRCLE,Portobelo south
2017,SL,2.4,10.7,MADISON,1,HPS,250,LONGFIELDS DRIVE,Portobelo south
2017,SL,1.4,9.1,MADISON,1,LED,50,RIVER LANDING AVENUE,Chapel Hill South
2017,SL,1.8,10.7,WOOD,1,LED,64,SLACK ROAD,Riverside Park
2017,SL,2.4,0,WOOD,1,LED,64,VAAN DRIVE,Chapel Hill South
2016,SL,1.8,0,WOOD,1,LED,92,ROWLEY AVENUE,Chapel Hill South
2018,SL,2.4,10.7,JU-ALUM,1,LED,186,CHAPMAN MILLS DRIVE,Chapel Hill South
2018,SL,1.4,10.7,HAMPTON,1,LED,80,CHAPMAN MILLS DRIVE,Chapel Hill South
2017,SL,0.3,9.8,JU-ALUM,1,LED,138,LONGFIELDS DRIVE,Chapel Hill South
2017,SL,0.3,9.8,JU-ALUM,1,LED,138,LONGFIELDS DRIVE,Chapel Hill South
2018,SL,1.4,9.1,HAMPTON,1,LED,80,CHAPMAN MILLS DRIVE,Chapel Hill South
2016,SL,2.4,0,WOOD,1,HPS,150,CAPILANO DRIVE,Chapel Hill South
2017,SL,0.3,9.8,JU-ALUM,1,LED,138,LONGFIELDS DRIVE,Portobelo south
2017,SL,0.3,9.8,JU-ALUM,1,LED,138,LONGFIELDS DRIVE,Portobelo south
2017,SL,2.4,0,WOOD,1,LED,64,GRENFELL CRESCENT,Portobelo south
2017,SL,1.8,10.7,WOOD,1,LED,64,SLACK ROAD,Chapel Hill South
