year,light_type,Bracket Length,Pole Height,Pole Type,light_number,Light Source,wattage,Street Name,neighbourhood
2019,SL,1.4,10.7,MADISON,1,LED,40,ROUNCEY ROAD,Bells Corners East
2019,SL,1.4,10.7,MADISON,1,LED,75,ABBOTT STREET EAST,Bells Corners East
2016,SL,1.8,11.2,ALUMINUM,1,LED,273,ROBERT GRANT AVENUE,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,186,EAGLESON ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,LED,60,METRIC CIRCLE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,92,MCELROY DRIVE,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,68,TERRY FOX DRIVE,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,ROUNCEY ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,LOSINO CRESCENT,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,GRONINGEN STREET,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,ABBEYHILL DRIVE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,143,CASTLEFRANK ROAD,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,CASTLE GLEN CRESCENT,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,92,OLD COLONY ROAD,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,92,OLD COLONY ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,92,OLD COLONY ROAD,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,92,OLD COLONY ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,WINCHESTER DRIVE,Bells Corners East
2019,SL,1.4,10.7,MADISON,1,LED,75,ROUNCEY ROAD,Bells Corners East
2019,SL,1.4,9.1,MADISON,1,LED,40,CLINTONIA STREET,Bells Corners East
2019,SL,1.4,10.7,MADISON,1,LED,75,ROUNCEY ROAD,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,186,EAGLESON ROAD,Bells Corners East
2018,SL,1.8,9.8,JU-ALUM,1,LED,138,ABBOTT STREET EAST,Bells Corners East
2018,SL,1.8,9.8,JU-ALUM,1,HPS,250,TERRY FOX DRIVE,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,LED,40,BOLT TERRACE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,LOSINO CRESCENT,Bells Corners East
2017,SL,2.4,9.8,HAMPTON,1,LED,135,KAKULU ROAD,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,143,ABBEYHILL DRIVE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,ROUNCEY ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,LOSINO CRESCENT,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Old Barrhaven West
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,CASTLE GLEN CRESCENT,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,92,OLD COLONY ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2017,SL,1.8,11.2,ALUMINUM,1,LED,68,TERRY FOX DRIVE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2017,SL,2.4,9.1,DAVIT-CONCRETE,1,LED,64,RICKEY PLACE,Bells Corners East
2019,SL,1.4,9.1,MADISON,1,LED,40,SQUASHBERRY LANE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2019,SL,1.4,9.1,MADISON,1,LED,40,ROUNDLEAF WAY,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,OXER PLACE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,SCEPTRE WAY,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,MORTON DRIVE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,TAPADERO AVENUE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,EAGLESON ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,DRESSAGE AVENEUE,Bells Corners East
2016,SL,1.8,11.2,ALUMINUM,1,LED,273,ROBERT GRANT AVENUE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,LED,40,METRIC CIRCLE,Bells Corners East
2018,SL,1.8,9.8,JU-ALUM,1,HPS,250,TERRY FOX DRIVE,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,GRONINGEN STREET,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,ANDALUSIAN CRESCENT,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,ROUNCEY ROAD,Carlington
2017,SL,2.4,9.1,HAMPTON,1,LED,64,CASTLE GLEN CRESCENT,Old Barrhaven West
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,CASTLE GLEN CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,COPE DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,ROTHESAY DRIVE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Bells Corners East
2017,SL,1.8,10.2,NEWPORT,1,LED,92,AKERSON ROAD,Old Barrhaven West
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,COPE DRIVE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Old Barrhaven East
2017,SL,1.8,10.2,NEWPORT,1,LED,92,AKERSON ROAD,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2016,SL,1.8,11.2,ALUMINUM,1,LED,273,ROBERT GRANT AVENUE,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,WINCHESTER DRIVE,Bells Corners East
2017,SL,1.8,11.2,ALUMINUM,1,LED,68,TERRY FOX DRIVE,Bells Corners East
2019,SL,1.4,10.7,MADISON,1,LED,75,ROUNCEY ROAD,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2019,SL,1.4,10.7,MADISON,1,LED,75,ABBOTT STREET EAST,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,LED,40,AXEL CRESCENT,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Old Barrhaven West
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,LED,40,METRIC CIRCLE,Old Barrhaven West
2019,SL,1.4,10.7,MADISON,1,LED,75,ROUNCEY ROAD,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,143,CASTLEFRANK ROAD,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,ABBEYHILL DRIVE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,LOSINO CRESCENT,Bells Corners East
2017,SL,2.4,9.8,HAMPTON,1,LED,135,KAKULU ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,ROUNCEY ROAD,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,DANZIG TERRANCE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,ANDALUSIAN CRESCENT,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,CASTLE GLEN CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,AKERSON ROAD,Old Barrhaven West
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,ROTHESAY DRIVE,Carlington
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Carlington
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,COPE DRIVE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Richmond
2017,SL,1.8,9.1,HAMPTON,1,LED,64,HENBURY WAY,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,AKERSON ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,2.4,10.7,ALUMINUM,1,LED,135,EAGLESON ROAD,Old Barrhaven West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Old Barrhaven West
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,TERRY FOX DRIVE,Old Barrhaven West
2017,SL,1.8,10.7,ALUMINUM,1,LED,92,AKERSON ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2019,SL,1.4,9.1,MADISON,1,LED,40,CLINTONIA STREET,Bells Corners East
2019,SL,1.4,9.1,MADISON,1,LED,40,ROUNDLEAF WAY,Bells Corners East
2016,SL,1.8,11.2,ALUMINUM,1,LED,273,ROBERT GRANT AVENUE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,LED,40,BOLT TERRACE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,EAGLESON ROAD,Bells Corners East
2018,SL,1.8,9.8,ALUMINUM,1,LED,138,CASTLEFRANK ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,LED,40,AXEL CRESCENT,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,TAPADERO AVENUE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,ABBEYHILL DRIVE,Old Barrhaven East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,HPS,70,ROUNCEY ROAD,Old Barrhaven West
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,DANZIG TERRANCE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,ANDALUSIAN CRESCENT,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,92,ROTHESAY DRIVE,Carlington
2017,SL,1.8,9.1,HAMPTON,1,LED,64,HENBURY WAY,Old Barrhaven West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,NORTHGRAVES CRESCENT,Bells Corners East
2017,SL,1.8,10.7,NEWPORT,1,LED,143,COPE DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,HENBURY WAY,Bells Corners East
2017,SL,1.8,10.7,ALUMINUM,1,LED,143,AKERSON ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,BARRICK HILL ROAD,Old Barrhaven West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ALSON MILLS WAY,Old Barrhaven West
2019,SL,1.4,10.7,MADISON,1,LED,75,ROUNCEY ROAD,Bells Corners East
2017,SL,1.8,11.2,ALUMINUM,1,LED,68,TERRY FOX DRIVE,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners East
2017,SL,2.4,9.1,DAVIT-CONCRETE,1,LED,64,RICKEY PLACE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2017,SL,1.8,11.2,JU-ALUM,1,LED,317,MARCH ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,138,MARCH ROAD,Richmond
2017,SL,1.8,9.8,ALUMINUM,1,LED,317,MARCH ROAD,Old Barrhaven West
2018,SL,1.4,9.1,MADISON,1,LED,40,METRIC CIRCLE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,DRESSAGE AVENEUE,Bells Corners East
2016,SL,1.8,11.2,ALUMINUM,1,LED,273,ROBERT GRANT AVENUE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,OXER PLACE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,HPS,70,SCEPTRE WAY,Bells Corners East
2017,SL,1.8,9.8,ALUMINUM,1,LED,68,TERRY FOX DRIVE,Bells Corners East
2018,SL,1.4,9.1,MADISON,1,LED,40,METRIC CIRCLE,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,92,MORTON DRIVE,Bells Corners East
2017,SL,2.4,10.7,HAMPTON,1,LED,92,CASTLEFRANK ROAD,Bells Corners East
2016,PL,0,6.1,HAMPTON,1,LED,51,ROBERT GRANT AVENUE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,WINDGATE CRESCENT,Carlington
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,GRASSY PLAINS DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CEDAR VALLEY  DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CEDAR VALLEY  DRIVE,Bells Corners East
2017,SL,1.8,10.7,NEWPORT,1,LED,92,MEADOWBREEZE DRIVE,Bells Corners East
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Bells Corners East
2017,SL,0.5,6.1,MADISON,1,LED,68,STONEHAVEN DRIVE,Bells Corners East
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,CEDAR VALLEY  DRIVE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,PEREGRINE CRESCENT,Bells Corners West
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,STONEMEADOW DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Bells Corners West
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SUGAR PINE CRESCENT,Richmond
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,LONG ACRES STREET,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FLOWERTREE CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,ROMINA STREET,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Bells Corners West
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OPUS STREET,Bells Corners West
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,EQUESTRIAN DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OVERBERG WAY,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,EQUESTRIAN DRIVE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Bells Corners East
2017,SL,2.4,10.7,JU-ALUM,1,LED,138,EAGLESON  ROAD,Bells Corners East
2017,SL,2.4,10.7,JU-ALUM,1,LED,138,EAGLESON  ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,TULUM CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIGITTA STREET,Bells Corners West
2017,SL,2.4,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Centretown
2017,SL,2.4,12.2,JU-ALUM,1,LED,135,EAGLESON ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,RONDEAU PLACE,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,143,EQUESTRIAN DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,STEEPLE CHASE DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,GRANITE COURT,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Centretown
2017,SL,1.87,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,MATTAWA CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,GRANITE COURT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,PEBBLE CREEK CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,YOHO DRIVE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDGESTONE DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FOXHALL WAY,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,EMERALD MEADOWS DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,64,KINGBROOK DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STEEPLE CHASE DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BUDAPEST CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,WAYMARK CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners East
2017,SL,2.4,9.8,HAMPTON,1,LED,64,OSPREY CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BIRCHFIELD AVENUE,Bells Corners West
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,GRASSY PLAINS DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BIRCHFIELD AVENUE,Bells Corners East
2017,SL,1.8,10.7,NEWPORT,1,LED,92,MEADOWBREEZE DRIVE,Bells Corners East
2017,SL,1.8,9.1,DAVIT-CONCRETE,1,LED,92,BRIDLE PARK DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,STONEHAVEN DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,PINE HILL DRIVE,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,64,STONEMEADOW DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SADDLESMITH CIRCLE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIDLEGLEN CRESCENT,Bells Corners East
2017,SL,1.8,10.7,NEWPORT,1,LED,64,STONEMEADOW DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SUGAR PINE CRESCENT,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,STONEMEADOW DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BURNSTEAD CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,SUGAR PINE CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,DAVY STREET,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Bells Corners West
2017,SL,1.8,9.1,HAMPTON,1,LED,92,ROMINA STREET,Bells Corners East
2017,SL,2.4,10.7,JU-ALUM,1,LED,138,EAGLESON  ROAD,Bells Corners East
2017,SL,2.4,10.7,JU-ALUM,1,LED,138,EAGLESON  ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OVERBERG WAY,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,OPUS STREET,Bells Corners East
2017,SL,2.4,9.1,HAMPTON,1,LED,64,LOKOYA STREET,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,143,BRIDLEWOOD DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,92,BRIDLEWOOD DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BRIGITTA STREET,Bells Corners East
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Bells Corners East
2017,SL,3,9.1,DAVIT-CONCRETE,1,LED,92,EQUESTRIAN DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,ARRITA STREET,Bells Corners East
2017,SL,2.4,10.7,NEWPORT,1,LED,92,STONEHAVEN DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,BUDAPEST CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,RONDEAU PLACE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FERNBROOK PLACE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,92,STEEPLE CHASE DRIVE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Bells Corners East
2017,SL,2.4,11.2,ALUMINIUM,1,LED,135,HOPE SIDE ROAD,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BLACK TERN CRESCENT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,GRANITE COURT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,GRANITE COURT,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Bells Corners East
2017,SL,3,9.8,DAVIT-CONCRETE,1,LED,64,FERNBROOK PLACE,Bells Corners East
2017,SL,1.8,9.1,HAMPTON,1,LED,64,FREEPORT DRIVE,Bells Corners East
